"item","zone","word","avg_RT","sd"
1,98,"stately",370.732558139535,208.295967282903
1,99,"City",393.697674418605,226.196846587862
1,100,"Hall,",385.627906976744,181.276457477433
1,101,"you",395.390804597701,244.119316820062
1,102,"would",334.367816091954,153.218047614968
1,103,"see",327.793103448276,124.419408671678
1,104,"there",333.441860465116,124.337170122796
1,105,"the",341.116279069767,144.210745997952
1,106,"Crest",391.229885057471,187.91070994079
1,107,"of",381.244186046512,158.60153074304
1,108,"the",333.638554216867,120.338504098297
1,109,"City",341.714285714286,131.563954069217
1,110,"of",353.953488372093,137.887499495422
1,111,"Bradford,",357.917647058823,190.856166970282
1,112,"which",387.588235294118,157.645042369729
1,113,"those",374.152941176471,184.616430283256
1,114,"same",356.635294117647,159.425295765672
1,115,"mill",394.091954022989,173.349870183537
1,116,"owners",350.5,123.71302180735
1,117,"created",380.058139534884,154.0453221812
1,118,"to",360.837209302326,130.057259829943
1,119,"celebrate",371.529411764706,160.161272014246
1,120,"their",342.952941176471,131.612608482184
1,121,"achievements.",400.261904761905,307.771121305397
1,122,"It",419.186046511628,217.149745655627
1,123,"shows",388.620689655172,178.09647512144
1,124,"a",338.908045977012,106.263782382039
1,125,"sinister",380.290697674419,207.818408643874
1,126,"looking",426.883720930233,208.520526206705
1,127,"boar's",407.517647058824,220.585293500459
1,128,"head",406.383720930233,170.584680962075
1,129,"sitting",424.83908045977,268.676423073227
1,130,"on",356.848837209302,143.096061313154
1,131,"top",340.744186046512,140.076969265977
1,132,"of",349.919540229885,141.8277056929
1,133,"a",350.045977011494,150.37696106676
1,134,"well",343.139534883721,157.553961832741
1,135,"which",375.662790697674,171.051186729389
1,136,"seems",423.235294117647,208.12545707422
1,137,"puzzling",425.964705882353,226.461467712597
1,138,"at",375.206896551724,155.47654709335
1,139,"first,",353.517647058824,132.996295308653
1,140,"but",343.744186046512,146.770664326959
1,141,"the",331.104651162791,106.083987711155
1,142,"reason",358.850574712644,190.551923506407
1,143,"for",340.873563218391,142.686255640772
1,144,"this",341.310344827586,186.04052511419
1,145,"symbol",340.558139534884,160.858403547319
1,146,"is",348.885057471264,180.118012043484
1,147,"a",328.151162790698,124.012002971426
1,148,"matter",355.448275862069,256.095038618737
1,149,"of",327.264367816092,102.376693815117
1,150,"legend.",372.411764705882,312.830179631882
1,151,"There",392.724137931034,193.222530443658
1,152,"was",364.287356321839,165.782703676465
1,153,"once,",331.655172413793,150.508272784002
1,154,"legend",342.896551724138,173.067672910269
1,155,"has",455.287356321839,344.644370398794
1,156,"it,",376.022988505747,221.96893649272
1,157,"a",358.206896551724,173.22657148418
1,158,"fearsome",369.045977011494,188.072160078035
1,159,"boar,",369.976744186047,189.765240525308
1,160,"which",375.023255813954,242.275000615814
1,161,"lived",363.383720930233,164.875936859821
1,162,"in",324.905882352941,107.728563609504
1,163,"a",302.56976744186,100.121636692889
1,164,"wood",363.197674418605,319.368451046655
1,165,"located",357.767441860465,204.716600345229
1,166,"just",424.873563218391,368.939675052512
1,167,"outside",342.741176470588,114.277872805216
1,168,"the",323.744186046512,103.513134835379
1,169,"manor",350.360465116279,236.701495449472
1,170,"of",353.333333333333,247.408224312298
1,171,"Bradford.",407.023255813954,334.510598680034
1,172,"A",391.616279069767,202.013696018198
1,173,"source",365.53488372093,187.025679122314
1,174,"of",345.793103448276,153.230798556632
1,175,"great",333.804597701149,139.846081426128
1,176,"trouble",358.310344827586,158.255923901381
1,177,"to",338.46511627907,131.568876855604
1,178,"the",319.209302325581,105.970819099807
1,179,"local",308.941860465116,117.800764468823
1,180,"folk",307.447058823529,121.351761998152
1,181,"the",336.046511627907,145.502367636022
1,182,"boar",346.235294117647,155.092341699329
1,183,"was,",342.552941176471,164.433986311656
1,184,"bringing",374.714285714286,232.868470628243
1,185,"terror",374.5,184.802326825178
1,186,"to",347.423529411765,171.640985814008
1,187,"the",320.5,117.384511454501
1,188,"peaceful",332.151162790698,230.5505695423
1,189,"flocks",336.860465116279,165.867499407754
1,190,"and",329.511627906977,117.945824471492
1,191,"ravaging",341.686046511628,155.069795415059
1,192,"the",359.860465116279,156.537096733965
1,193,"countryside",397.116279069767,212.778892064849
1,194,"around.",414.547619047619,324.937043198302
1,195,"Even",429.80487804878,356.461880947323
1,196,"worse,",385.130952380952,238.411600134306
1,197,"however,",364.825581395349,181.710447876023
1,198,"the",360.651162790698,217.856659158742
1,199,"boar",324.418604651163,115.723246443581
1,200,"most",337.505882352941,125.394199714855
1,201,"liked",356.476744186047,160.154170337003
1,202,"to",343.023255813953,141.073362370263
1,203,"go",331.96511627907,139.899160967456
1,204,"to",309.564705882353,108.288464744121
1,205,"the",318.418604651163,124.219489341036
1,206,"well",323.895348837209,148.230347696118
1,207,"that",349.56976744186,212.069829825693
1,208,"was",338.290697674419,197.368444124126
1,209,"in",324.523255813953,137.042176997937
1,210,"the",300.651162790698,100.849773827138
1,211,"wood",311.790697674419,164.97972183978
1,212,"and",356.709302325581,212.774604094903
1,213,"drink",338.357142857143,149.384491611101
1,214,"its",352.458823529412,308.851272303291
1,215,"fresh",326.788235294118,157.293181982053
1,216,"water,",324.376470588235,148.615353343118
1,217,"so",366.788235294118,260.244028984046
1,218,"that",339.813953488372,183.206249034695
1,219,"the",313.458823529412,149.612479819188
1,220,"people",301.566265060241,114.229144199983
1,221,"of",331,282.171783959082
1,222,"Bradford",313.917647058823,140.458112020962
1,223,"had",318.929411764706,113.682074249207
1,224,"second",353.872093023256,243.827798275829
1,225,"thoughts",350.164705882353,174.95460955963
1,226,"about",335.383720930233,148.645426403565
1,227,"visiting",337.67816091954,234.969443547942
1,228,"the",319.441860465116,119.105154197868
1,229,"well.",335.313953488372,194.986893172059
1,230,"That",445.209302325581,391.771815827982
1,231,"the",350.470588235294,181.440570634764
1,232,"people",341,162.368498828328
1,233,"of",335.546511627907,151.781240178228
1,234,"Bradford",319.523809523809,175.756298705652
1,235,"bore",337.081395348837,188.209408723761
1,236,"the",351.564705882353,243.064142379999
1,237,"brunt",370.658823529412,198.035383619358
1,238,"of",358.116279069767,183.057009352416
1,239,"the",336.211764705882,160.325865640193
1,240,"beast's",333.702380952381,188.636181977078
1,241,"ferocity",382.642857142857,264.089919099635
1,242,"was",402.261904761905,242.614579516398
1,243,"unfair",386.833333333333,299.545713603371
1,244,"in",343.46511627907,142.261622924263
1,245,"the",314.953488372093,116.618322339738
1,246,"eyes",308.152941176471,121.376481000464
1,247,"of",323.290697674419,145.103603253519
1,248,"the",312.720930232558,119.613460895335
1,249,"people",348.825581395349,262.870363570669
1,250,"of",325.2,110.228420844648
1,251,"the",305.235294117647,95.0067224512264
1,252,"region.",380.447058823529,257.443683433981
1,253,"Eventually,",415.662790697674,214.014931335347
1,254,"the",342.662790697674,174.848748786259
1,255,"issue",326.686046511628,139.873914788654
1,256,"reached",341.360465116279,157.789205087465
1,257,"the",336.662790697674,145.568307027814
1,258,"ears",346.627906976744,154.24762723023
1,259,"of",320.848837209302,100.2816642019
1,260,"the",307.406976744186,102.513973556203
1,261,"kindly",328,149.214098056529
1,262,"Lord",325.325581395349,140.434824058997
1,263,"of",326.488372093023,140.936343092822
1,264,"the",302.011627906977,106.457778892529
1,265,"Manor",322.290697674419,142.312486846547
1,266,"who",317.581395348837,113.439640868539
1,267,"the",349.267441860465,271.888057605834
1,268,"people",327.360465116279,141.169811202945
1,269,"had",334.894117647059,165.042348355506
1,270,"often",321.03488372093,132.971863248842
1,271,"asked",326.104651162791,130.803582346137
1,272,"for",317.883720930233,101.863278449989
1,273,"help.",310.53488372093,144.370658390491
1,274,"The",334.953488372093,185.64082379228
1,275,"Lord",323.581395348837,134.938283506487
1,276,"saw",311.081395348837,147.567987530875
1,277,"the",322.441860465116,211.943810791843
1,278,"severity",334.835294117647,183.795360261845
1,279,"of",340.035294117647,162.048232609544
1,280,"the",317.576470588235,120.818476243001
1,281,"problem",324.741176470588,135.345778773971
1,282,"the",310.2,112.819366794046
1,283,"people",330.523255813953,137.46449610026
1,284,"faced",317.267441860465,122.625726541577
1,285,"and",327.220930232558,135.611330531546
1,286,"suggested",325.06976744186,151.472287560361
1,287,"a",348.593023255814,249.450755621554
1,288,"contest",331.53488372093,169.832630251732
1,289,"could",328.541176470588,123.210288003997
1,290,"solve",332.6,146.033932782109
1,291,"the",295.464285714286,91.1086266039189
1,292,"problem.",308.247058823529,145.654345061499
1,293,"He",331.870588235294,173.196611937285
1,294,"said",315.752941176471,125.632486119743
1,295,"that",313.470588235294,141.697497057178
1,296,"whoever",306.611764705882,134.402920719898
1,297,"could",338.470588235294,310.211663079202
1,298,"kill",308.453488372093,112.026431437537
1,299,"the",310.837209302326,118.145161008682
1,300,"boar",297.823529411765,127.039099387194
1,301,"and",303.647058823529,103.490246363785
1,302,"bring",286.729411764706,93.4522271939358
1,303,"as",288.529411764706,115.316705541872
1,304,"proof",331.611764705882,153.160831599122
1,305,"its",340.729411764706,155.783915380621
1,306,"head",300.552941176471,111.844971988479
1,307,"to",300.023529411765,103.547662877512
1,308,"the",294.447058823529,97.8433521943492
1,309,"Manor",320.764705882353,188.867530236383
1,310,"House",316.905882352941,134.15552661791
1,311,"would",328.880952380952,142.376846361355
1,312,"be",317.333333333333,118.231581344873
1,313,"rewarded",321.428571428571,221.710126919492
1,314,"with",305.494117647059,111.209328951929
1,315,"land",314.094117647059,132.882746697033
1,316,"and",328.321428571429,143.800661954865
1,317,"fame.",335.97619047619,134.707624151678
1,318,"It",318.22619047619,106.338893494573
1,319,"was",329.329411764706,157.264971142526
1,320,"the",316.270588235294,175.163963204771
1,321,"people",309.530120481928,128.713553908442
1,322,"of",316.072289156626,150.888085092046
1,323,"Bradford",328.903614457831,272.771753707972
1,324,"and",324,153.116539599075
1,325,"the",331.035294117647,217.176823231715
1,326,"people",293.821428571429,103.797434877222
1,327,"who",299.867469879518,95.5143675930022
1,328,"knew",332.905882352941,251.020281078253
1,329,"them",340.282352941176,183.07099922244
1,330,"who",318.546511627907,133.386537549532
1,331,"rejoiced",361.988235294118,279.775568818228
1,332,"at",347.776470588235,149.865842900734
1,333,"this",325.190476190476,134.781257517816
1,334,"proclamation",367.223529411765,237.992165560859
1,335,"but",365.705882352941,160.743349379525
1,336,"one",356.188235294118,152.048589830579
1,337,"question",349.380952380952,158.874346406429
1,338,"remained:",381.270588235294,198.588734409013
1,339,"who",383.345238095238,170.52396178636
1,340,"would",331.788235294118,110.508143862541
1,341,"kill",317.917647058823,152.536194905676
1,342,"the",317.411764705882,162.591534228573
1,343,"boar?",295.105882352941,119.416839317598
1,344,"By",324.305882352941,134.177212557677
1,345,"the",309.352941176471,111.79814994235
1,346,"handsome",331.388235294118,186.328760535783
1,347,"reward",355.482352941176,193.029026423533
1,348,"many",399.8,225.165166890779
1,349,"felt",416.552941176471,277.551904450079
1,350,"tempted,",368.129411764706,198.792113731387
1,351,"but",354.035294117647,171.745274216458
1,352,"the",340.917647058823,154.300743121124
1,353,"thought",354.75,200.144458371616
1,354,"of",305.202380952381,86.1210663342711
1,355,"the",306.858823529412,128.261651558462
1,356,"boar",306.595238095238,110.069213607984
1,357,"with",326.835294117647,136.515030313151
1,358,"its",320.882352941176,125.809418581923
1,359,"deadly",312.940476190476,118.856129613741
1,360,"tusks",312.6,123.614049902644
1,361,"and",328.238095238095,134.238379860804
1,362,"face",316.238095238095,123.404479332072
1,363,"like",306.583333333333,110.066048991332
1,364,"thunder",326.809523809524,136.370197446428
1,365,"soon",325.105882352941,133.168799392548
1,366,"put",331.611764705882,122.728707213226
1,367,"an",312.428571428571,149.634436932168
1,368,"end",293.294117647059,98.6453271078975
1,369,"to",292.329411764706,110.050679692769
1,370,"their",285.870588235294,91.3497710575615
1,371,"ambitions.",341.811764705882,254.883796777951
1,372,"However,",400.892857142857,237.768036086665
1,373,"there",374.746987951807,222.341576561034
1,374,"was",343.428571428571,255.904880941144
1,375,"one",316,189.269197885691
1,376,"huntsman,",361.164705882353,220.606784803642
1,377,"who",386.188235294118,246.351109004127
1,378,"was",322.117647058824,109.15982295139
1,379,"still",297.6,99.9170131849903
1,380,"wet",308.571428571429,127.37387200766
1,381,"behind",344.035714285714,160.427474619333
1,382,"the",312.75,109.286169607457
1,383,"ears,",298.678571428571,109.404429406849
1,384,"who",318.282352941176,139.035590832733
1,385,"decided",317.376470588235,121.309911704985
1,386,"the",293.845238095238,103.057650733177
1,387,"prize",302,129.501700669105
1,388,"was",304.975903614458,116.186558970709
1,389,"worth",300.285714285714,125.612290418983
1,390,"a",308.833333333333,122.863018378764
1,391,"shot,",305.385542168675,120.024675443224
1,392,"in",315.493827160494,144.956900789234
1,393,"spite",333.211764705882,221.749380957833
1,394,"of",294.235294117647,91.5732398864718
1,395,"the",293.170731707317,128.0574528544
1,396,"boar's",299.650602409639,133.18650354012
1,397,"reputation.",325.666666666667,226.520197774945
1,398,"The",362.349397590361,316.097099690205
1,399,"huntsman",383.904761904762,221.467265880466
1,400,"discovered",353.321428571429,163.747540087421
1,401,"the",333.647058823529,148.019923520801
1,402,"boar",337.870588235294,152.507594520911
1,403,"preferred",351.023809523809,197.428466605696
1,404,"to",337.829268292683,134.783393203349
1,405,"come",323.440476190476,128.620142250511
1,406,"out",305.843373493976,96.7087003839064
1,407,"in",302.321428571429,119.018897022855
1,408,"the",293.047619047619,90.8305591537918
1,409,"middle",299.435294117647,103.972346032471
1,410,"of",297.511904761905,107.248331809153
1,411,"the",284.261904761905,84.9768386654928
1,412,"day.",305.682352941176,138.524728045617
1,413,"So",349.22619047619,163.536323012195
1,414,"he",321.130952380952,116.673757878091
1,415,"went",321.925,154.725381469512
1,416,"to",274,80.466778480466
1,417,"the",280.916666666667,94.1762265467583
1,418,"wood",292.440476190476,110.613442960727
1,419,"by",303.333333333333,127.183325925902
1,420,"the",300.678571428571,132.429855105395
1,421,"well",291.952941176471,103.490039304728
1,422,"with",310.566265060241,260.892847491965
1,423,"his",314,130.40477277272
1,424,"good",319.705882352941,190.085182880466
1,425,"bow,",350.975903614458,229.700970824351
1,426,"to",344.559523809524,131.187472880357
1,427,"bide",349.411764705882,152.278433432037
1,428,"his",370.831325301205,219.164423145301
1,429,"time.",342.33734939759,156.834406776658
1,430,"Around",356.797619047619,195.662346222268
1,431,"noontime,",354.247058823529,168.020967078967
1,432,"the",360.464285714286,182.289287264202
1,433,"boar,",322.835294117647,141.248333075611
1,434,"feared",317.2,115.383810864106
1,435,"by",329.360465116279,139.671118981084
1,436,"the",337.162790697674,128.529040935833
1,437,"locals,",304.348837209302,114.484087508918
1,438,"came",346.623529411765,219.087337252836
1,439,"out,",326.588235294118,124.233679019826
1,440,"as",309.023529411765,125.155995658617
1,441,"slow",319.717647058824,124.370090165325
1,442,"as",317.926829268293,157.503892210406
1,443,"a",297.939024390244,85.999475674683
1,444,"snail,",360.894117647059,301.894455836781
1,445,"from",352.635294117647,153.623368065169
1,446,"among",340.976470588235,186.335653137697
1,447,"the",331.082352941177,144.53416236183
1,448,"trees,",309.152941176471,116.303738821525
1,449,"just",317.729411764706,117.780100614834
1,450,"as",324.915662650602,192.059264533511
1,451,"the",320.261904761905,206.16452191765
1,452,"huntsman",321.647058823529,138.948149448973
1,453,"had",333.211764705882,127.219167292553
1,454,"predicted.",344.072289156626,157.907103219377
1,455,"The",404.238095238095,333.840688470198
1,456,"huntsman",365,186.75582479601
1,457,"leaped",323.309523809524,128.290988535943
1,458,"from",339.964285714286,148.115019326488
1,459,"his",322.141176470588,164.073818530474
1,460,"hiding",313.376470588235,110.888079189977
1,461,"place",314.265060240964,105.000125939222
1,462,"and",309.086419753086,89.3613727416472
1,463,"through",316.458823529412,120.473031258055
1,464,"the",334.046511627907,138.607945360646
1,465,"heart",363.186046511628,240.677109135524
1,466,"with",388.141176470588,246.735695920668
1,467,"his",367.317647058824,182.199407489805
1,468,"fine",343.447058823529,143.178252695086
1,469,"arrows",342.452380952381,148.771872322233
1,470,"shot",356.77380952381,137.704883604196
1,471,"the",351.409638554217,159.749501785137
1,472,"boar.",364.361445783133,166.683033381915
1,473,"Now",387.192771084337,257.544239999386
1,474,"the",332.77380952381,112.444615677903
1,475,"problem",325.682352941176,132.78591898282
1,476,"was",308.642857142857,106.08460397898
1,477,"no",318.458823529412,108.493422330921
1,478,"longer",310.22619047619,103.277885897384
1,479,"to",331.752941176471,143.372550494487
1,480,"kill",325.22619047619,150.442748281909
1,481,"the",305.357142857143,104.136338212541
1,482,"boar.",315.385542168675,140.326086384996
1,483,"It",338.132530120482,131.735115888493
1,484,"was",310.166666666667,121.907908490838
1,485,"to",306.505882352941,93.7176132667417
1,486,"find",313.795180722892,114.90513149892
1,487,"a",329.807228915663,159.997824515037
1,488,"way",308.035714285714,106.555992004269
1,489,"to",291.658823529412,87.7065660979534
1,490,"carry",304.529411764706,116.277437953503
1,491,"the",313.094117647059,116.026230976059
1,492,"boar",312.917647058823,105.536296144604
1,493,"back.",330.702380952381,126.369965525966
1,494,"The",411.66265060241,321.868829407428
1,495,"head",347.635294117647,150.652694810884
1,496,"was",357.941176470588,230.81874732709
1,497,"too",337.4,129.325742290727
1,498,"heavy",342.247058823529,127.839082805052
1,499,"for",345.294117647059,124.25940833685
1,500,"the",315.8,101.106709305895
1,501,"little",319.428571428571,109.620405904675
1,502,"huntsman",346.309523809524,173.787571213261
1,503,"to",338.457831325301,108.140750786211
1,504,"carry",318.988095238095,115.017598867913
1,505,"back",332.117647058824,131.00012829553
1,506,"to",308.411764705882,103.40227663028
1,507,"the",312.309523809524,112.776565132762
1,508,"Manor",324.917647058824,137.118059295171
1,509,"House,",354.952941176471,212.863073912067
1,510,"but",374.119047619048,292.279219725624
1,511,"the",341.433734939759,160.538513939277
1,512,"huntsman,",327.857142857143,137.143680074984
1,513,"who",314.738095238095,102.852346974952
1,514,"was",310.277108433735,108.258308220912
1,515,"as",328.423529411765,159.924861558601
1,516,"quick-witted",331.892857142857,122.648092717172
1,517,"and",372.916666666667,188.948913114281
1,518,"cunning",349.117647058824,156.58927255758
1,519,"as",326.702380952381,176.208103950633
1,520,"ever,",319.66265060241,104.965996481141
1,521,"asked",317.188235294118,112.806882401238
1,522,"himself,",340.416666666667,195.642790323647
1,523,"'What",319.835294117647,116.36149001514
1,524,"else",327.258823529412,106.756526837515
1,525,"can",323.192771084337,139.474838873586
1,526,"I",308.047619047619,105.520043749124
1,527,"do",300.047058823529,108.997040794513
1,528,"to",316.823529411765,109.557462251615
1,529,"prove",348.277108433735,295.388719224678
1,530,"I",300.746987951807,130.320790263731
1,531,"killed",334.047619047619,189.412719815744
1,532,"the",306.02380952381,93.8794377053191
1,533,"boar?'",331.892857142857,170.454602503511
1,534,"The",348.764705882353,135.977558290122
1,535,"next",334.776470588235,121.0976953568
1,536,"instance",318.294117647059,125.630109327931
1,537,"he",336.93023255814,121.628246593285
1,538,"opened",340.329411764706,151.790848290171
1,539,"the",345.8,130.959172118278
1,540,"boar's",343.2,219.814683854594
1,541,"mouth",329.35294117647,113.408732539635
1,542,"and",358.083333333333,130.654719097666
1,543,"cut",340.4,132.178829080692
1,544,"out",356.238095238095,156.135068114512
1,545,"its",327.470588235294,113.114521428432
1,546,"tongue,",346.117647058824,154.834582374738
1,547,"taking",389.447058823529,205.176840443413
1,548,"that",368.03488372093,169.099305851319
1,549,"as",349.604651162791,148.860319768707
1,550,"proof",338.8,148.411413371909
1,551,"for",311.43023255814,102.78859409117
1,552,"the",293.709302325581,93.3685759304072
1,553,"Lord.",314.595238095238,169.208726814143
1,554,"He",307.511904761905,118.28029748116
1,555,"set",318.976470588235,142.845568998947
1,556,"out",308.905882352941,117.641669764527
1,557,"for",309.369047619048,116.496939280535
1,558,"the",315.458823529412,193.800127336755
1,559,"Manor",285.813953488372,104.962123322756
1,560,"House",304.406976744186,135.372199588175
1,561,"as",312.285714285714,148.848234460115
1,562,"quickly",297.238095238095,103.092965303765
1,563,"as",308.506024096386,205.255484671319
1,564,"he",284.035714285714,103.041042989905
1,565,"could",295.270588235294,118.618775940414
1,566,"and",296.717647058824,119.779719621032
1,567,"he",287.795180722892,99.7167646247262
1,568,"had",288.761904761905,110.519868905252
1,569,"only",295.142857142857,113.481715830714
1,570,"been",293.963855421687,108.801166352152
1,571,"gone",291.642857142857,99.3782651635613
1,572,"a",285.619047619048,92.6683300370365
1,573,"few",288.096385542169,111.588487741937
1,574,"minutes",303.809523809524,149.867127992707
1,575,"when",312,128.980338466153
1,576,"a",303.720930232558,128.535978132267
1,577,"second",296.5,121.34314493835
1,578,"huntsman,",320.802325581395,140.294800521443
1,579,"not",319.658823529412,124.99024275644
1,580,"so",321.694117647059,111.005364899245
1,581,"bold",320.564705882353,119.01504977451
1,582,"as",350.258823529412,169.498851867243
1,583,"the",317.011627906977,121.929149551122
1,584,"first",292.611764705882,103.427579231355
1,585,"but",303.364705882353,125.378175272788
1,586,"a",297.151162790698,127.098157291392
1,587,"little",312.761904761905,123.3299638249
1,588,"more",312.458823529412,220.304635023608
1,589,"cunning,",303.130952380952,131.272344490367
1,590,"came",323.847058823529,117.219422440135
1,591,"on",317.447058823529,128.242191434276
1,592,"the",302.788235294118,129.109504474528
1,593,"scene.",339.297619047619,255.009179128999
1,594,"Seeing",386.297619047619,264.788835155825
1,595,"the",314.917647058823,151.775147893874
1,596,"slain",316.094117647059,136.61421381894
1,597,"carcass",327.616279069767,171.653767019178
1,598,"of",335.988372093023,156.004637501661
1,599,"the",296.235294117647,93.1565051608395
1,600,"boar,",320.647058823529,281.090254353361
1,601,"the",314.847058823529,180.224430580738
1,602,"huntsman",323.952941176471,157.923422211251
1,603,"rejoiced",327.105882352941,144.35257956438
1,604,"in",325.035294117647,125.200358193884
1,605,"his",299.235294117647,109.113161776337
1,606,"good",302.388235294118,116.987900688759
1,607,"fortune.",299.552941176471,122.106365213982
1,608,"The",321.870588235294,150.998721867446
1,609,"second",338.717647058824,162.27780499624
1,610,"huntsman",310.541176470588,126.614107479716
1,611,"knew",312.282352941176,113.392450803216
1,612,"a",308.928571428571,109.980478630811
1,613,"shortcut",298.190476190476,121.465496731195
1,614,"to",326.341176470588,155.966079412066
1,615,"the",327.623529411765,154.661071568845
1,616,"Manor",294.204819277108,121.262742255889
1,617,"House",297.674418604651,104.87779351792
1,618,"was",299.651162790698,115.081839671433
1,619,"just",315.623529411765,130.061338685746
1,620,"around",298.97619047619,105.969645141129
1,621,"the",295.879518072289,90.066154222051
1,622,"nearby",301.785714285714,118.581685681229
1,623,"pond,",304,133.7837672722
1,624,"and,",322.211764705882,190.835262671739
1,625,"being",329.190476190476,138.846059871857
1,626,"a",312.607142857143,122.964390756625
1,627,"bigger",305.905882352941,103.805406723282
1,628,"man",305.847058823529,124.531551355121
1,629,"than",296.905882352941,98.2141275272472
1,630,"the",287.776470588235,92.9594607586437
1,631,"first,",287.904761904762,117.656188839482
1,632,"was",299.22619047619,113.957966377851
1,633,"able",293.265060240964,104.439512700443
1,634,"to",270.566265060241,79.5882992949378
1,635,"pick",281,108.95030369255
1,636,"up",283.369047619048,99.8087061612766
1,637,"the",274.811764705882,85.1935463291349
1,638,"boar's",302.776470588235,185.633944483593
1,639,"head",307.741176470588,131.10575093096
1,640,"and",312.6,116.557179918168
1,641,"carry",308.294117647059,123.256104217563
1,642,"it",293.285714285714,100.096889378937
1,643,"through",286.130952380952,106.31117994931
1,644,"the",288.821428571429,107.490449081385
1,645,"wood",287.987951807229,92.8095997421082
1,646,"towards",305.646341463415,131.71577817793
1,647,"the",318.082352941177,217.536817451159
1,648,"prize",298.285714285714,107.873260242691
1,649,"that",314.435294117647,130.821802378621
