Text_ID,Sent_ID,Sent,POS_Tags,Target
7,21,"Between the branches of the many roads were green meadows and a few shrubs and trees, but she couldn't see the farm-house from which she had just come, or anything she had ever seen before, except the shaggy man and Toto.","IN DT NNS IN DT JJ NNS VBD JJ NNS CC DT JJ NNS CC NNS , CC PRP VBD RB VB DT NN : NN IN WDT PRP VBD RB VBN , CC NN PRP VBD RB VBN RB , IN DT JJ NN CC NNP .",0
8,22,"The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.","DT JJ NN MD VB RB DT JJ NN IN NN , RB WRB DT NN VBZ VBN IN JJ NN .",0
8,23,Heat reactions usually occur when large amounts of water and/or salt are lost through excessive sweating following strenuous exercise.,NN NNS RB VBP WRB JJ NNS IN NN CC : CC NN VBP VBN IN JJ NN VBG JJ NN .,0
8,24,"When the body becomes overheated and cannot eliminate this excess heat, heat exhaustion and heat stroke are possible.","WRB DT NN VBZ VBN CC MD VB DT JJ NN , NN CC NN VBP JJ .",NNN
9,25,"It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence, that the admiralty agreed to fund him.","PRP VBD DT JJ NN , CC PRP VBZ JJ IN NNP POS PRP$ JJ NNS , RB TO VB PRP$ NN : NN , IN DT NN VBD TO VB PRP .",0
9,26,No lighthouse had ever been built out to sea on an isolated rock before.,DT NN VBD RB VBN IN TO NN IN DT JJ NN RB .,0
9,27,"The Eddystone is hard enough to avoid, but landing on it is a separate challenge entirely.","DT NNP VBZ JJ RB TO VB , CC VBG IN PRP VBZ DT JJ NN RB .",0
10,28,"A clergyman remarked to him, ""The Lord is on our side.""","DT NN VBD TO PRP , LRB- DT NNP VBZ IN PRP$ NN .",0
10,29,"I am not at all concerned about that, replied Mr. Lincoln; ""for I know that the Lord is always on the side of the right.","PRP VBP RB IN DT VBN IN DT , VBD NNP . NNP : IN PRP VBP IN DT NNP VBZ RB IN DT NN IN DT NN .",0
10,30,"But it is my constant anxiety and prayer that I and this nation should be on the Lord's side.""",CC PRP VBZ PRP$ JJ NN CC NN IN PRP CC DT NN MD VB IN DT NNP POS NN .,0
11,31,"Known as Rapa Nui to the island's inhabitants, Rongorongo is a writing system comprised of pictographs.","VBN IN NNP TO DT NN POS PRP$ NNS , NNP VBZ DT NN VBN IN NNS .",0
11,32,It has been found carved into many oblong wooden tablets and other artifacts from the island's history.,PRP VBZ VBN IN JJ NNS CC JJ NNS IN DT NN POS PRP$ NN .,0
11,33,The art of writing was not known in any nearby islands and the script's mere existence is sufficient to confound anthropologists.,DT NN IN NN VBD RB VBN IN DT JJ NNS CC DT NN POS PRP$ JJ NN VBZ JJ TO VB NNS .,0
12,34,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","DT NNS RB , NNP VBD DT NN TO VB DT NNS IN PRP$ NN IN DT NN IN NN .",0
12,35,"He walked into his bank one day and asked to withdraw his entire account balance, but with an unusual stipulation: He wanted as much of the cash as possible in one dollar notes.","PRP VBD IN PRP$ NN CD NN CC VBD TO VB PRP$ JJ NN , CC IN DT JJ NN : PRP VBD RB JJ IN DT NN IN JJ IN CD NN NNS .",0
13,36,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","NNP , DT NNP NN IN CD , VBZ NN MD RB VB DT NN .",0
13,37,"""I don't think you're going to have a heat wave I'm not going to be able to handle,"" he said.","LRB- PRP VBP RB VB PRP VBP VBG TO VB DT NN PRP VBP RB VBG TO VB JJ TO VB , PRP VBD .",0
13,38,"""Everybody treats it differently.",RRB- NN VBZ PRP RB .,0
13,39,"My son Ronnie, his caddie, and I won't be riding carts.","PRP$ NN NNP , PRP$ NN , CC PRP MD RB VB VBG NNS .",0
14,40,"With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to pick up a shovel and help out.","IN NNS RB VBN , NNS RB VBN CC NNS RB VBN IN DT JJ NN , NNS VBP VBG NNS TO VB RP DT NN CC VB RP .",0
14,41,"In Boston, a ""snow angel"" campaign is using social media to encourage neighbors and friends to be an angel and help dig out the stranded.","IN NNP , DT LRB- NN RRB- NN VBZ VBG JJ NNS TO VB NNS CC NNS TO VB DT NN CC VB RP DT VBN .",0
15,42,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","NNP , VBN DT JJ NN IN DT NN , VBD PRP MD RB VB WRB VBD DT NN JJ NN .",0
15,43,His lawyers said he was prepared for a third prison stay to maintain his silence.,PRP$ NNS VBD PRP VBD VBN IN DT JJ NN TO VB PRP$ NN .,0
15,44,Anderson was released July 20 after a two-week stay for previously declining to testify before a different grand jury.,NNP VBD VBN NNP CD IN DT JJ NN IN RB VBG TO VB IN DT JJ NN .,0
16,45,"Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory cultures and substances contaminated with infectious organisms.","NN VBZ VBN IN DT NNS IN JJ NN PRP MD VB , CC VBZ JJ IN NN NNS CC NNS VBN IN JJ NNS .",0
16,46,"The waste is subjected to steam in a sealed, pressurized chamber.","DT NN VBZ VBN TO NN IN DT VBN , VBN NN .",0
16,47,The liquid that may form is drained off to the sewer or sent for processing.,DT NN WDT MD VB VBZ VBN RP TO DT NN CC VBN IN NN .,0
17,48,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,NNS VBP RBR JJ IN NNS IN DT NN POS PRP$ NN VBZ RB VBN IN CD NN .,0
17,49,"People have two, which limits our ability to twist, Forsman added.","NNS VBP CD , WDT VBZ PRP$ NN TO VB , NNP VBD .",0
17,50,"Owls also have multiple vertebrae, the small bones that make up the neck and spine, helping them achieve a wide range of motion.","NNS RB VBP JJ NNS , DT JJ NNS WDT VBP RP DT NN CC NN , VBG PRP VB DT JJ NN IN NN .",0
18,51,"Even in the same animal, not all bites are the same.","RB IN DT JJ NN , RB DT NNS VBP DT JJ .",0
18,52,"A new study finds that because the force in a muscle depends on how much it is stretched, an animal's bite force depends on the size of what it is biting.","DT JJ NN VBZ IN DT NN IN DT NN VBZ IN WRB JJ PRP VBZ VBN , DT NN POS PRP$ NN VBZ IN DT NN IN WP PRP VBZ VBG .",0
18,53,The finding has direct implications for ecology and evolution.,DT NN VBZ JJ NNS IN NN CC NN .,0
19,54,"Interestingly, the heaviest isotopes physicists have managed to synthesize so far don't behave quite like science's best current models predict, so stable superheavy nuclei are likely to be full of surprises.","RB , DT JJS NNS VBP VBN TO VB RB VBP RB VB RB IN NN POS DT JJS JJ NNS VBP , RB JJ NNS VBP JJ TO VB JJ IN NNS .",0
19,55,"Chemists cannot even predict with any certainty whether these materials will exist as gases, liquids, or solids at room temperature.","NNS MD RB VB IN DT NN IN DT NNS MD VB IN NNS , NNS , CC NNS IN NN .",0
20,56,"Buck did not like it, but he bore up well to the work, taking pride in it.","NNP VBD RB IN PRP , CC PRP VBD RP RB TO DT NN , VBG NN IN PRP .",0
20,57,"It was a monotonous life, operating with machine-like regularity.","PRP VBD DT JJ NN , VBG IN JJ : JJ NN .",0
20,58,One day was very like another.,CD NN VBD RB IN DT .,0
20,59,"At a certain time each morning the cooks turned out, fires were built, and breakfast was eaten.","IN DT JJ NN DT NN DT NNS VBD RP , NNS VBD VBN , CC NN VBD VBN .",0
21,60,"These days, neuroscience is beginning to catch up to musicians who practice mentally.","DT NNS , NN VBZ VBG TO VB RP TO NNS WP VBP RB .",0
21,61,"Although the details are still somewhat elusive, the key to the success of mental imagery as a rehearsal technique is that most of the same neurological regions are invoked by mental practice as by real practice.","IN DT NNS VBP RB JJ , DT NN TO DT NN IN JJ NN IN DT NN VBZ IN JJS IN DT JJ NNS VBP VBN IN JJ NN IN JJ NN .",0
22,62,Not only smoke came out of it.,RB NN VBD IN PRP .,0
22,63,"There came also children's voices, for so safe did the boys feel in their hiding-place that they were gaily chattering.","EX VBD RB NNS POS NNS , IN RB JJ VBD DT NNS VB IN PRP$ NN : NN IN PRP VBD RB VBG .",0
22,64,"The pirates listened grimly, and then replaced the mushroom.","DT NNS VBD RB , CC RB VBD DT NN .",0
22,65,They looked around them and noted the holes in the seven trees.,PRP VBD IN PRP CC VBD DT NNS IN DT CD NNS .,0
23,66,"When a nucleus has all of its proton shells or neutron shells loaded to full capacity, the layers can align so well that each shell can spoon intimately with its attractive neighbors, forming a more compact sphere that fits well within the strong nuclear force's area of influence.","WRB DT NN VBZ DT IN PRP$ NN NNS CC NN NNS VBN TO JJ NN , DT NNS MD VB RB IN DT NN MD VB RB IN PRP$ JJ NNS , VBG DT RBR JJ NN WDT VBZ RB IN DT JJ NN POS PRP$ NN IN NN .",0
24,67,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,JJ NNS VBP DT NN WDT VBZ NNS VB JJ CC PRP$ NNS VB JJ IN RB VBG RB JJ TO VB DT NN .,0
24,68,They also cost more and a new report from the very green Union of Concerned Scientists says buyers aren't always getting their money's worth.,PRP RB VBD JJR CC DT JJ NN IN DT RB JJ NNP IN NNP NNPS VBZ NNS VBP RB VBG PRP$ NN POS NN .,0
25,69,"The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further as the bones slowly fused into their new configuration.","DT NN POS PRP$ NNS VBD RB VBN : VBN RB RBR IN RB , VBG PRP$ NN TO VB RBR IN DT NNS RB VBD IN PRP$ JJ NN .",0
25,70,"Occasionally girls' feet would fester, and blood poisoning from gangrene could be a cause for concern, but an estimated 90% survived the process.","RB NNS POS NNS MD VB , CC NN IN NN MD VB DT NN IN NN , CC DT VBN CD NN VBD DT NN .",0
26,71,"An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake, which involved a hot-water drilling technique designed to greatly reduce or eliminate any contamination that might come from other kerosene-based drilling technology, Christner said.","DT JJ NN MD VB TO VB JJ DT JJ NNS VBD RB VBN IN VBG IN DT NN IN DT NN , WDT VBD DT NN JJ NN VBN TO RB VB CC VB DT NN WDT MD VB IN JJ : JJ NN , NNP VBD .",0
27,72,"Very similar, but even more striking, is the evidence from athletic training.","RB JJ , CC RB RBR JJ , VBZ DT NN IN JJ NN .",0
27,73,"As with rehearsing a piece on the piano, practicing a complex physical task in the mind alone is nearly as effective a learning strategy as actually physically doing it.","IN VBG DT NN IN DT NN , VBG DT JJ NN IN DT NN RB VBZ RB JJ DT NN IN RB VBG PRP .",0
27,74,But it doesnÕt stop there.,CC PRP VBZ VB RB .,0
28,75,"A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.","DT NN VBD VBN CC VBN IN NNP JJ NNS CC VBD IN JJ NN , RB IN NNS .",0
28,76,"Eventually, in 1925, it was decided that summer time should begin on the day following the third Saturday in April and close after the first Saturday in October.","RB , IN CD , PRP VBD VBN IN NN MD VB IN DT NN VBG DT JJ NNP IN NNP CC VB IN DT JJ NNP IN NNP .",0
29,77,"When early Europeans discovered Easter Island, its somewhat isolated ecosystem was suffering from the effects of limited natural resources, deforestation, and overpopulation.","WRB JJ NNPS VBD NNP , PRP$ RB JJ NN VBD VBG IN DT NNS IN JJ NNS , NN , CC NN .",0
29,78,Over the following years the island's population of four thousand or so was slowly eroded by Western disease and deportation by slave traders.,IN DT JJ NNS DT NN POS PRP$ NN IN CD CC RB VBD RB VBN IN JJ NN CC NN IN NN NNS .,0
30,79,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","JJ NN MD RB VB CC RB VB NN NNS , IN RB VBN , DT JJ NN VBZ .",0
30,80,But it can block key receptors in the brain and trigger production of a steroid that interferes with brain functions critical to learning and memory.,CC PRP MD VB JJ NNS IN DT NN CC VB NN IN DT NN WDT VBZ IN NN NNS JJ TO NN CC NN .,0
31,81,"When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor, which would make them easy for housekeepers to spot.","WRB VBG TO VB IN PRP$ NN , DT JJ NNS VBP RP PRP$ VBN NN NNS IN DT NN , WDT MD VB PRP JJ IN NNS TO VB .",0
31,82,"Other travelers neatly fold them, or hang them from the shower curtain pole.","JJ NNS RB VBP PRP , CC VBP PRP IN DT NN .",0
32,83,"In no celestial hurry, Neptune has just completed its first orbit around the sun since being discovered 165 years ago by Earthlings.","IN DT JJ NN , NNP VBZ RB VBN PRP$ JJ NN IN DT NN IN VBG VBN CD NNS RB IN NNS .",0
32,84,"As Space.com notes, the big blue-green gas bag is the only planet in our solar system to be discovered by mathematics.","IN NNP . NNP VBZ , DT JJ : JJ NN VBZ DT JJ NN IN PRP$ JJ NN TO VB VBN IN NNS .",0
33,85,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","WRB VBN , DT NN POS PRP$ JJ NN VBZ TO VB RB , VB PRP$ NN CC VB DT JJ NN .",0
33,86,"That works when a skunk faces a natural predator in the wild, but it's not as helpful when faced with, let's say, an oncoming car.","DT VBZ WRB DT NN VBZ DT JJ NN IN DT JJ , CC PRP VBZ RB JJ WRB VBN IN , VB PRP VB , DT JJ NN .",0
34,87,Lady Gaga's YouTube account was suspended Thursday.,NNP POS DT NNP NN VBD VBN NNP .,0
34,88,"The notice read that the suspension was due to ""multiple or severe violations of YouTube's copyright policy.""",DT NN VBD IN DT NN VBD JJ TO LRB- JJ CC JJ NNS IN NNP POS PRP$ NN . RRB-,0
34,89,The Google Inc.-owned YouTube declined to comment.,DT NNP JJ : VBN NNP VBD TO VB .,0
34,90,It's YouTube policy to remove accounts after three copyright violations.,PRP VBZ NNP NN TO VB NNS IN CD NN NNS .,0
35,91,"The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam and other space station refuse.","DT NNS VBD DT JJ NN TO VB DT JJ : JJ NN , VBN IN RB CD NNS IN NN CC JJ NN .",0
35,92,"It was the last job shared by the shuttle and station crews, numbering ten astronauts altogether.","PRP VBD DT JJ NN VBN IN DT NN CC NN NNS , VBG CD NNS RB .",0
36,93,"Rich investors with no ties to farming, no dirt under their nails, are confident enough to wager big on a patch of earth Ñ betting that it's a smart investment because food will only get more expensive around the world.","JJ NNS IN DT NNS TO NN , DT NN IN PRP$ NNS , VBP JJ RB TO VB JJ IN DT NN IN NN VBG IN PRP VBZ DT JJ NN IN NN MD RB VB RBR JJ IN DT NN .",0
37,94,John Thornton asked little of man or nature.,NNP VBD JJ IN NN CC NN .,0
37,95,He was unafraid of the wild.,PRP VBD JJ IN DT JJ .,0
37,96,With a handful of salt and a rifle he could plunge into the wilderness and fare wherever he pleased and as long as he pleased.,IN DT NN IN NN CC DT NN PRP MD VB IN DT NN CC VB WRB PRP VBD CC RB IN PRP VBD .,0
38,97,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,DT IN DT NN VBZ TO VB IN VBP JJ NNS VBG IN NNS VBP VBG .,0
38,98,"It is then the job of neurons to rapidly interpret these signals as well as they can, and suggest how to react.","PRP VBZ RB DT NN IN NNS TO RB VB DT NNS RB IN PRP MD , CC VB WRB TO VB .",0
39,99,"That's because when immigrants from a particular cultural group move into a new one, they bring genetic diversity that, if the immigrants have children, get mixed around, changing the new population's gene pool.","DT VBZ IN WRB NNS IN DT JJ NN VBP IN DT JJ CD , PRP VBP JJ NN IN , IN DT NNS VBP NNS , VB VBN RP , VBG DT JJ NN POS PRP$ NN .",0
39,100,But the new population's culture doesn't necessarily change.,CC DT JJ NN POS PRP$ NN VBZ RB VB .,0
40,101,"Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park, saying they didn't have a business license or the required permits.","NNS IN NNP VBP VBN RP DT NN VBN IN CD NNS VBG TO VB RP IN DT NN TO DT NN , VBG PRP VBD RB VB DT NN CC DT JJ NNS .",0
40,102,Morningstar says police also didn't know how the lemonade was made.,NNP VBZ NNS RB VBD RB VB WRB DT NN VBD VBN .,0
41,103,Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth for its size has some interesting sidebars.,NN VBG IN DT JJ NN VBD DT NN MD VB DT JJS NN IN NN IN PRP$ NN VBZ DT JJ NNS .,0
41,104,The insect is just two millimeters long and yet produces an underwater call that has been measured at 99.2 decibels.,DT NN VBZ RB CD NNS JJ CC RB VBZ DT JJ NN WDT VBZ VBN IN CD NNS .,0
42,105,There often seems to be more diving in soccer than in the Summer Olympics.,EX RB VBZ TO VB RBR VBG IN NN IN DT NNP NNPS .,0
42,106,"Phantom contact, or the slightest collision, can lead to theatrical belly flops and exaggerated somersaults by players deceptively trying to draw fouls on their opponents, kill time or catch a breather when tired.","NN , CC DT JJS NN , MD VB TO JJ NN NNS CC JJ NNS IN NNS RB VBG TO VB NNS IN PRP$ NNS , VB NN CC VB DT NN WRB VBN .",0
43,107,Proper ventilation will make a backdraft less likely.,JJ NN MD VB DT NN RBR JJ .,0
43,108,Opening a room or building at the highest point allows heated gases and smoke to be released gradually.,VBG DT NN CC NN IN DT JJS NN VBZ VBN NNS CC NN TO VB VBN RB .,0
43,109,"However, suddenly breaking a window or opening a door is a mistake, because it allows oxygen to rush in, causing an explosion.","RB , RB VBG DT NN CC VBG DT NN VBZ DT NN , IN PRP VBZ NN TO VB RB , VBG DT NN .",0
44,110,"The first step to be taken in studying the history of our country is to form some clear and proper conception of the characteristics and condition of the territory which is now occupied by the American people, as it existed when first discovered and explored by Europeans.","DT JJ NN TO VB VBN IN VBG DT NN IN PRP$ NN VBZ TO VB DT JJ CC JJ NN IN DT NNS CC NN IN DT NN WDT VBZ RB VBN IN DT JJ NNS , IN PRP VBD WRB RB VBN CC VBN IN NNPS .",0
45,111,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,NNP . NNP VBD RB CD NNS IN PRP$ NN JJ TO DT NN IN JJ NN CC NN IN DT .,0
45,112,Her major contributions were focused on womenÕs rights.,PRP$ JJ NNS VBD VBN IN NNS .,0
45,113,Her primary achievement lay in her inspiration and influence of thousands of people promoting the right of women to vote.,PRP$ JJ NN VBD IN PRP$ NN CC NN IN NNS IN NNS VBG DT NN IN NNS TO VB .,0
46,114,"As Earth warms due to the human-caused release of heat-trapping gases into the atmosphere, frozen Arctic soils also warm, thaw and release more carbon dioxide.","IN NNP VBZ JJ TO DT JJ : VBN NN IN JJ VBG NNS IN DT NN , JJ NNS RB VBP , VBP CC VBP JJR NN .",0
46,115,"The added carbon dioxide accelerates Earth's warming, which further accelerates the thawing of Arctic soils and the release of even more carbon dioxide.","DT VBN NN VBZ NNP POS PRP$ NN , WDT RB VBZ DT NN IN JJ NNS CC DT NN IN RB JJR NN .",0
47,116,"Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","RB , IN DT CD NN NNS PRP VBP , RB CD VBZ PRP TO DT VBG NN .",0
47,117,"The rest are sent to landfills or, even worse, they end up as trash on the land and in rivers, lakes, and the ocean.","DT NN VBP VBN TO NNS CC , RB RBR , PRP VBP RP IN NN IN DT NN CC IN NNS , NNS , CC DT NN .",0
47,118,Plastic bottles take many hundreds of years to disintegrate.,JJ NNS VBP JJ NNS IN NNS TO VB .,0
48,119,"As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","IN DT NNP NNPS , JJ NN VBZ NNS VBG DT NN TO VB NN IN NN IN CD NNS .",0
48,120,Concealing more than that amount to transport it into or out of the country is a crime punishable by up to five years in prison in the United States.,VBG JJR IN DT NN TO VB PRP IN CC IN DT NN VBZ DT NN JJ IN TO CD NNS IN NN IN DT NNP NNPS .,0
49,121,"For centuries, time was measured by the position of the sun with the use of sundials.","IN NNS , NN VBD VBN IN DT NN IN DT NN IN DT NN IN NNS .",0
49,122,"Noon was recognized when the sun was the highest in the sky, and cities would set their clock by this apparent solar time, even though some cities would often be on a slightly different time.","NN VBD VBN WRB DT NN VBD DT JJS IN DT NN , CC NNS MD VB PRP$ NN IN DT JJ NN , RB IN DT NNS MD RB VB IN DT RB JJ NN .",0
50,123,"When the new world was first discovered it was found to be, like the old, well stocked with plants and animals, and inhabited by a great many tribes and nations of men; and yet the plants and animals, if not the men, were all essentially different from those known in the old world.","WRB DT JJ NN VBD RB VBN PRP VBD VBN TO VB , IN DT JJ , RB VBN IN NNS CC NNS , CC VBN IN DT JJ NNS CC NNS IN NNS : CC RB DT NNS CC NNS , IN RB DT NNS , VBD RB JJ IN DT VBN IN DT JJ NN .",0
51,124,"American industry may not know it, but debate in Congress over reforming the federal government's regulatory apparatus may profoundly improve companies' ability to survive.","JJ NN MD RB VB PRP , CC NN IN NNP IN VBG DT JJ NN POS JJ NN MD RB VB NNS POS NN TO VB .",0
51,125,This week the Senate seems poised to join the House in a massive overhaul of the way in which bureaucrats enact regulations that are strangling the life out of companies.,DT NN DT NNP VBZ VBN TO VB DT NNP IN DT JJ NN IN DT NN IN WDT NNS VBP NNS WDT VBP VBG DT NN IN NNS .,0
52,126,"Stress is a risk factor for both depression and anxiety, he says.","NN VBZ DT NN IN DT NN CC NN , PRP VBZ .",0
52,127,"""We don't have data on the specific causes of depression and anxiety in this sample, but it does make sense scientifically that the Millennials who report higher levels of stress in their lives are also reporting higher levels of depression and anxiety.","LRB- PRP VBP RB VB NNS IN DT JJ NNS IN NN CC NN IN DT NN , CC PRP VBZ VB NN RB IN DT NNPS WP VBP JJR NNS IN NN IN PRP$ NNS VBP RB VBG JJR NNS IN NN CC NN .",0
53,128,"When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.","WRB PRP VBZ TO VBG DT JJ CC JJ NN , JJ NN VBZ IN VBG RB TO PRP$ JJ NN VBZ JJ .",0
53,129,"But a new study finds that it's not how close you feel that matters most, it's whether you are as close as you want to be, even if that's really not close at all.","CC DT JJ NN VBZ IN PRP VBZ RB WRB JJ PRP VBP IN VBZ RBS , PRP VBZ IN PRP VBP RB JJ IN PRP VBP TO VB , RB IN DT VBZ RB JJ IN DT .",0
54,130,At the time the French crown secured much of its revenue by issuing government bonds.,IN DT NN DT JJ NN VBD JJ IN PRP$ NN IN VBG NN NNS .,0
54,131,"In 1727, in order to save money, the state cut the bondsÕ interest rate.","IN CD , IN NN TO VB NN , DT NN VBD DT NNS NN .",0
54,132,"The market value of these bonds plummeted, and the market became wary of French credit.","DT NN IN DT NNS VBD , CC DT NN VBD JJ IN JJ NN .",0
54,133,The French state was left without an easy way of raising money.,DT JJ NN VBD VBN IN DT JJ NN IN VBG NN .,0
55,134,"Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger in a series of canny investments.","NNP PRP RB VBD IN PDT DT CD NNS , DT JJ NN , WDT PRP RB VBD RB JJR IN DT NN IN JJ NNS .",0
55,135,"Soon Voltaire was a very rich man, rich enough to become a moneylender to the powerful and famous, rich enough that he no longer had to stake his financial well-being on that most unreliable and detestable profession, writing.","RB NNP VBD DT RB JJ NN , JJ RB TO VB DT NN TO DT JJ CC JJ , JJ RB IN PRP RB VBD TO VB PRP$ JJ NN : NN IN DT RBS JJ CC JJ NN , VBG .",JJJ
