Text_ID,Sent_ID,Sent,POS_Tags,Target
1,45,'I have slain the boar the people of Bradford dreaded!','' PRP VBP VBN DT NN DT NNS IN NNP VBD . '',0
1,46,All eyes turned to the man who now stood in the doorway.,DT NNS VBD TO DT NN WP RB VBD IN DT NN .,0
1,47,"'The reward is already given,' said the Lord of the Manor.","'' DT NN VBZ RB VBN , '' VBD DT NNP IN DT NNP .",0
1,48,'The man here has brought to me the boar's head.','' DT NN RB VBZ VBN TO PRP DT NN POS PRP$ NN . '',0
1,49,'Then where is its tongue?','' RB WRB VBZ PRP$ NN . '',0
1,50,the first huntsman replied.,DT JJ NN VBD .,0
1,51,"And, so saying, he drew out the boar's tongue he had put in his hunting pouch and related how he had ambushed the creature in the wood and cut out its tongue as proof of his victory.","CC , RB VBG , PRP VBD RP DT NN POS PRP$ NN PRP VBD VBN IN PRP$ NN CC VBN WRB PRP VBD VBN DT NN IN DT NN CC VBN RP PRP$ NN IN NN IN PRP$ NN .",0
1,52,"Listening to the tale, the Lord of the Manor tried to discern which huntsman was telling him the truth and what the two huntsmen were thinking as they waited for him to make a decision.","VBG TO DT NN , DT NNP IN DT NNP VBD TO VB WDT NN VBD VBG PRP DT NN CC WP DT CD NNS VBD VBG IN PRP VBD IN PRP TO VB DT NN .",0
1,53,"Almost instantly, the Lord saw that the second huntsman had fed him a pack of lies and it was the first huntsman who was the true savior of Bradford.","RB , DT NNP VBD IN DT JJ NN VBD VBN PRP DT NN IN NNS CC PRP VBD DT JJ NN WP VBD DT JJ NN IN NNP .",0
1,54,The Lord believed the second huntsman had tried to steal the first huntsman's prize and so proclaimed the first huntsman the true victor.,DT NNP VBD DT JJ NN VBD VBN TO VB DT JJ NN POS PRP$ NN CC RB VBD DT JJ NN DT JJ NN .,0
1,55,The Lord wondered for a moment why he always encountered so much chicanery in his everyday interactions.,DT NNP VBD IN DT NN WRB PRP RB VBD RB JJ NN IN PRP$ JJ NNS .,0
1,56,"The huntsman who had earned his prize fair and square received as his reward a piece of land just outside the town, known thereafter as Hunt Yard.","DT NN WP VBD VBN PRP$ NN CC NN VBD IN PRP$ NN DT NN IN NN RB IN DT NN , VBN RB IN NNP .",0
1,57,"His fame was indeed assured, but it was not nearly as lasting as that of the fearsome Bradford Boar.","PRP$ NN VBD RB VBN , CC PRP VBD RB JJ IN DT IN DT JJ NNP .",0
2,58,"A clear and joyous day it was and out on the wide open sea, thousands upon thousands of sparkling water drops, excited by getting to play in the ocean, danced all around.","DT JJ CC JJ NN PRP VBD CC IN DT JJ NN , NNS IN NNS IN JJ NN NNS , VBN IN VBG TO VB IN DT NN , VBD DT RB .",0
2,59,"One of these was a merry little fellow named Aqua, who danced on the silver backs of the fishes as they plunged up and down in the waves, and, no matter how high he sprung, he always came down again into his mother's lap.","CD IN DT VBD DT JJ NN VBN NNP , WP VBD IN DT JJ NNS IN DT NNS IN PRP VBD IN CC IN DT NNS , CC , DT NN WRB JJ PRP VBD , PRP RB VBD RB IN PRP$ NN POS PRP$ NN .",0
2,60,"His mother, you know, was the ocean, and very beautiful she looked that summer day in her dark blue dress and white ruffles.","PRP$ NN , PRP VBP , VBD DT NN , CC RB JJ PRP VBD DT NN IN PRP$ JJ NN CC JJ NNS .",0
2,61,"By and by, the happy water drop tired of his play, and looking up to the clear sky above him, thought he would like to have a sail on one of the white, marshmallow-like clouds, instead of spending his whole life in the ocean.","IN CC IN , DT JJ NN VBN IN PRP$ NN , CC VBG IN TO DT JJ NN IN PRP , VBD PRP MD VB TO VB DT NN IN CD IN DT JJ , JJ : JJ NNS , RB IN VBG PRP$ JJ NN IN DT NN .",JJJ
2,62,"Of the sky, little Aqua had always been afraid, but he decided to finally face his demons and suggested a solution involving the sun carrying him up to the sky would be ideal.","IN DT NN , JJ NNP VBD RB VBN JJ , CC PRP VBD TO RB VB PRP$ NNS CC VBD DT NN VBG DT NN VBG PRP IN TO DT NN MD VB JJ .",0
2,63,"The sun understood Aqua's request came from his heart, so he acquiesced and also took ever so many other drops, so that Aqua might not be lonesome on the way.","DT NN VBD NNP POS PRP$ NN VBD IN PRP$ NN , IN PRP VBD CC RB VBD RB JJ NNS , IN NNP MD RB VB JJ IN DT NN .",0
2,64,"It was only the sun that knew this, however, for all the other drops had been changed into fine mist or vapor and Aqua could not see them.","PRP VBD RB DT NN WDT VBD DT , RB , IN PDT DT JJ NNS VBD VBN IN JJ NN CC NN CC NNP MD RB VB PRP .",0
2,65,Do you know what vapor is?,VBP PRP VB WP NN VBZ .,0
2,66,"If you breathe into the air, when it is cold enough, you will see it coming out of your mouth thick and fast like steam.","IN PRP VBP IN DT NN , WRB PRP VBZ JJ RB , PRP MD VB PRP VBG IN PRP$ NN JJ CC RB IN NN .",0
2,67,"When the vapor is quite near the earth, we call it 'fog'.","WRB DT NN VBZ RB IN DT NN , PRP VBP PRP '' NN '' .",0
2,68,"Into vapor the water drops that danced in the ocean had been changed, because in their own shape they were too heavy for the sunbeams that the sun let out to carry.","IN NN DT NN NNS WDT VBD IN DT NN VBD VBN , IN PRP$ JJ NN PRP VBD RB JJ IN DT NNS IN DT NN VBD RP TO VB .",0
2,69,"Higher and higher they sailed, and though it was grand, Aqua and his friends were like fish out of water, so they grew quite dizzy.","RBR CC RBR PRP VBD , CC IN PRP VBD JJ , NNP CC PRP$ NNS VBD IN NN IN NN , IN PRP VBD RB JJ .",0
2,70,"They enjoyed looking down on the world below, while the wind scattered them across the four corners of the earth, but after a while it grew nearly time for the sun to go to bed.","PRP VBD VBG RB IN DT NN IN , IN DT NN VBD PRP IN DT CD NNS IN DT NN , CC IN DT NN PRP VBD RB NN IN DT NN TO VB TO NN .",0
2,71,"He became very red in the face, and began to sink lower and lower, until suddenly he went clear out of sight!","PRP VBD RB JJ IN DT NN , CC VBD TO VB RBR CC RBR , IN RB PRP VBD JJ IN NN .",0
2,72,"Poor little Aqua, frightened by the impending cold and darkness, wished he could sleep not in the sky, but somewhere closer to earth.","JJ NNP , VBN IN DT JJ NN CC NN , VBD PRP MD VB RB IN DT NN , CC RB JJR TO NN .",0
2,73,Then Aqua heard the wind blow and conjectured that maybe the wind could take him back down to the ocean.,RB NNP VBD DT NN VB CC VBD IN RB DT NN MD VB PRP RB IN TO DT NN .,0
2,74,"Indeed, the wind took pity on him and fanned him, together with all of his brothers and sisters, into a heavy gray cloud, after which he blew them apart and told them to hurry down, fast and furious to the earth, so they could have a fighting chance of reaching the ocean.","RB , DT NN VBD NN IN PRP CC VBD PRP , RB IN DT IN PRP$ NNS CC NNS , IN DT JJ NN , IN WDT PRP VBD PRP RB CC VBD PRP TO VB RB , RB CC JJ TO DT NN , IN PRP MD VB DT VBG NN IN VBG DT NN .",0
2,75,"Down they went, rolling over each other until with a patter and clatter and spatter they touched the ground, and all the people that the raindrops fell on cried, 'It's raining', and took out their umbrellas.","RB PRP VBD , VBG IN DT JJ IN DT NN CC NN CC NN PRP VBD DT NN , CC PDT DT NNS IN DT NNS VBD IN VBD , '' PRP VBZ VBG '' , CC VBD RP PRP$ NNS .",0
2,76,"Some of the drops that were the most fortunate, including Aqua, fell on a mountainside, and down the rocky cliff they ran.","DT IN DT NNS WDT VBD DT RBS JJ , VBG NNP , VBD IN DT NN , CC IN DT JJ NN PRP VBD .",0
2,77,"Together they plunged into a mountain brook, which came foaming and dashing along, leaping over rocks and rushing down the hillside, until in the valley below they heard the strangest clattering noise.","RB PRP VBD IN DT NN , WDT VBD VBG CC VBG RB , VBG IN NNS CC VBG IN DT NN , IN DT NN IN PRP VBD DT JJS VBG NN .",0
2,78,The little water drops were then able to make out a flour mill that was standing on the bank.,DT JJ NN NNS VBD RB JJ TO VB RP DT NN WDT VBD VBG IN DT NN .,0
2,79,"Inside the mill, the water drops saw two great stones, which the big wheel kept whizzing round and round.","IN DT NN , DT NN NNS VBD CD JJ NNS , WDT DT JJ NN VBD VBG RB CC RB .",0
2,80,"The stones, smoothed by the spinning, were busy grinding the wheat into flour and the corn into golden meal.","DT NNS , VBN IN DT NN , VBD JJ VBG DT NN IN NN CC DT NN IN JJ NN .",0
2,81,But what giant do you suppose it was who could turn and swing that tremendous wheel?,CC WP NN VBP PRP VB PRP VBD WP MD VB CC VB DT JJ NN .,0
2,82,No giant at all.,DT NN IN DT .,0
2,83,"It was just our tiny little water drops, who sprang on it by hundreds and thousands, and whirled it over and over.","PRP VBD RB PRP$ JJ NN NNS , WP VBD IN PRP IN NNS CC NNS , CC VBD PRP RB CC RB .",0
2,84,It was lucky for the water drops that the brook where they were swimming next emptied into a beautiful pond where ducks and geese were living peacefully.,PRP VBD JJ IN DT NN NNS IN DT NN WRB PRP VBD VBG JJ VBD IN DT JJ NN WRB NNS CC NN VBD VBG RB .,0
2,85,"Aqua liked to play hide-and-seek in this pond, and it was his brother water drop who he fooled by swimming to a big pool of water and pretending to hide there, but then sneaking under a rock into an obscured little puddle.","NNP VBD TO VB NN : JJ : JJ IN DT NN , CC PRP VBD PRP$ NN WP PRP VBD IN VBG TO DT JJ NN IN NN CC VBG TO VB RB , CC RB VBG IN DT NN IN DT JJ NN .",0
2,86,"His brother had blatantly peeked and even followed Aqua as he entered the big pool of water, so when he searched there and could not find him, he was extremely surprised and gave up.","PRP$ NN VBD RB VBN CC RB VBN NNP IN PRP VBD DT JJ NN IN NN , RB WRB PRP VBD RB CC MD RB VB PRP , PRP VBD RB JJ CC VBD RP .",0
2,87,"Aqua liked this pond where he could play all day, so he stayed a good while, sailing up and down, taking the ducks' backs for ships and the frogs for horses, but after a time he tired of the dull life, and he and his brothers floated under a bridge for a long distance, until they saw another brook tumbling down a hillside.","NNP VBD DT NN WRB PRP MD VB DT NN , IN PRP VBD DT JJ NN , VBG IN CC RB , VBG DT NNS POS NNS IN NNS CC DT NNS IN NNS , CC IN DT NN PRP VBD IN DT JJ NN , CC PRP CC PRP$ NNS VBD IN DT NN IN DT JJ NN , IN PRP VBD DT NN VBG IN DT NN .",0
2,88,"'Come, let's join hands!'","'' RB , VB POS PRP VB NNS . ''",0
2,89,"cried Aqua and because the water drops were all together, overcoming the brook was child's play.","VBD NNP CC IN DT NN NNS VBD DT RB , VBG DT NN VBD NN POS JJ NN .",0
2,90,"It was by the help of Aqua and his brothers that the bewitching river was able to float heavy ships, though not so long ago it was only a little stream.","PRP VBD IN DT NN IN NNP CC PRP$ NNS IN DT VBG NN VBD JJ TO VB JJ NNS , IN RB PRP VBD RB DT JJ NN .",0
2,91,"As the river grew wider and he could almost see the ocean, Aqua realized his journey was almost over and he had come full circle.","IN DT NN VBD JJR CC PRP MD RB VB DT NN , NNP VBD PRP$ NN VBD RB CC PRP VBD VBN JJ NN .",0
2,92,"Back in the ocean, he felt right at home.","RB IN DT NN , PRP VBD RB IN NN .",0
2,93,"For him, this was the safest, sweetest place in the whole wide world.","IN PRP , DT VBD DT JJS , JJS NN IN DT JJ NN .",0
2,94,"During the warm summer evenings, if you take a walk on the sea beach, you will hear the gentle rippling swash of the waves and some say that it must be the gurgling voices of Aqua and his brother water drops telling each other about their wonderful journey around the world.","IN DT JJ NN NNS , IN PRP VBP DT NN IN DT NN , PRP MD VB DT JJ NN IN DT NNS CC DT VBP IN PRP MD VB DT VBG NNS IN NNP CC PRP$ NN NNS VBG DT JJ IN PRP$ JJ NN IN DT NN .",0
3,95,"It was cold and nearly dark on the last evening of the old year, and the snow was falling fast and furious.","PRP VBD JJ CC RB JJ IN DT JJ NN IN DT JJ NN , CC DT NN VBD VBG RB CC JJ .",0
3,96,"A little girl no one sheltered from the gelid air roamed through the streets with a bare head and naked feet, looking as poor as a church mouse.","DT JJ NN DT NN VBD IN DT JJ NN VBD IN DT NNS IN DT JJ NN CC JJ NNS , VBG RB JJ IN DT NN .",0
3,97,"It's true she had on a pair of slippers her mother had once given her when she left home, but they were as much use to her as a chocolate teapot.","PRP VBZ JJ PRP VBD IN DT NN IN NNS PRP$ NN VBD RB VBN PRP WRB PRP VBD NN , CC PRP VBD RB JJ NN TO PRP IN DT NN .",0
3,98,The slippers owned by her mother were so large that the emaciated little creature had lost them while running across the street to avoid two carriages that were rolling along at a terrible rate.,DT NNS VBN IN PRP$ NN VBD RB JJ IN DT JJ NN VBD VBN PRP IN VBG IN DT NN TO VB CD NNS WDT VBD VBG RB IN DT JJ NN .,0
3,99,"One of the slippers she could not find, and a boy seized upon the other, saying that he could use it as a home for his little pet mouse.","CD IN DT NNS PRP MD RB VB , CC DT NN VBD IN DT JJ , VBG IN PRP MD VB PRP IN DT NN IN PRP$ JJ NN .",0
3,100,"So with her naked feet, which were quite red and blue with the cold, the little girl went on, wondering how she would get through this dreadful night.","RB IN PRP$ JJ NNS , WDT VBD RB JJ CC JJ IN DT NN , DT JJ NN VBD RB , VBG WRB PRP MD VB IN DT JJ NN .",0
3,101,"She approached an old hovel she had used as a shelter a few times before, and found the entrance was locked.","PRP VBD DT JJ NN PRP VBD VBN IN DT NN DT JJ NNS RB , CC VBD DT NN VBD VBN .",0
3,102,Tough luck for the girl!,JJ NN IN DT NN .,0
3,103,This day was even worse than the others.,DT NN VBD RB JJR IN DT NNS .,0
3,104,No Good Samaritan had given her even a penny.,DT NNP VBD VBN PRP RB DT NN .,0
3,105,And she had no luck selling any matches that she carried in the old apron her grandmother had given her.,CC PRP VBD DT NN VBG DT NNS IN PRP VBD IN DT JJ NN PRP$ NN VBD VBN PRP .,0
3,106,"Poor little child, she looked the picture of misery.","JJ NN , PRP VBD DT NN IN NN .",0
3,107,"On her long, fair hair, which hung in curls on her shoulders, the snowflakes kept landing, but she did not notice them as she shivered along.","IN PRP$ JJ , JJ NN , WDT VBD IN NNS IN PRP$ NNS , DT NNS VBD VBG , CC PRP VBD RB VB PRP IN PRP VBD RB .",JJJ
3,108,She was losing strength and beginning to doubt she could weather this storm.,PRP VBD VBG NN CC VBG TO VB PRP MD VB DT NN .,0
3,109,"It was New Year's, and the girl asked herself why, as lights shone from every window, and the savory smell of roast goose crept out on the streets, she was outside all alone.","PRP VBD NNP POS , CC DT NN VBD PRP WRB , IN NNS VBD IN DT NN , CC DT JJ NN IN NN VBD IN DT NNS , PRP VBD IN DT RB .",0
3,110,"Exhausted, she finally sat down in a corner behind the little bakery.","VBN , PRP RB VBD RP IN DT NN IN DT JJ NN .",0
3,111,"She put a rag she had found over her legs to cover herself, but she could not keep off the cold.","PRP VBD DT NN PRP VBD VBN IN PRP$ NNS TO VB PRP , CC PRP MD RB VB RP DT NN .",0
3,112,"The girl, who the night air had completely enveloped, dared not go home, for she had sold no matches.","DT NN , WP DT NN VBD RB VBN , VBD RB VB RB , IN PRP VBD VBN DT NNS .",0
3,113,Her father had been mean and moody ever since his wife had gone to meet her Maker.,PRP$ NN VBD VBN JJ CC JJ RB IN PRP$ NN VBD VBN TO VB PRP$ NNP .,0
3,114,"He would certainly beat her, as he has done several times in the weeks past, because she had not earned any money today.","PRP MD RB VB PRP , IN PRP VBZ VBN JJ NNS IN DT NNS NN , IN PRP VBD RB VBN DT NN .",0
3,115,"Besides, it was almost as cold at home as outside, for they had only a patchy roof to cover them.","IN , PRP VBD RB JJ IN NN IN RB , IN PRP VBD RB DT JJ NN TO VB PRP .",0
3,116,The girl's little hands were almost frozen solid so she decided that a burning match might be of some good.,DT NN POS JJ NNS VBD RB VBN JJ IN PRP VBD IN DT VBG NN MD VB IN DT JJ .,0
3,117,'Scratch!','' VB . '',0
3,118,sounded the match as she drew it out.,VBD DT NN IN PRP VBD PRP RP .,0
3,119,How it sputtered as it burnt!,WRB PRP VBD IN PRP VBD .,0
3,120,"It gave a warm, candle-like bright light that the girl hid from the world as she held her hand over it.","PRP VBD DT JJ , JJ : JJ NN IN DT NN VBD IN DT NN IN PRP VBD PRP$ NN IN PRP .",JJJ
3,121,Why had no one wanted to buy even one match?,WRB VBD DT NN VBN TO VB RB CD NN .,0
3,122,"A wonderful light, it was really.","DT JJ NN , PRP VBD RB .",0
3,123,"It seemed to the girl that she was sitting by a large iron stove, with polished brass feet and a brass ornament.","PRP VBD TO DT NN IN PRP VBD VBG IN DT JJ NN , IN VBN NN NNS CC DT NN .",0
3,124,How the fire burned!,WRB DT NN VBD .,0
3,125,"The girl was pleased and the fire actually seemed so warm that the child stretched out her feet as if to warm them, when suddenly the flame of the match went out.","DT NN VBD JJ CC DT NN RB VBD RB JJ IN DT NN VBD RP PRP$ NNS IN TO VB PRP , WRB RB DT NN IN DT NN VBD RP .",0
3,126,"It was a short, stubby match that the little girl next rubbed on the wall.","PRP VBD DT JJ , JJ NN IN DT JJ NN JJ VBD IN DT NN .",JJJ
3,127,"It burst into a flame, and lo and behold, the girl was transported from her dank city to a beautiful, sunny forest.","PRP VBD IN DT NN , CC VB CC VB , DT NN VBD VBN IN PRP$ JJ NN TO DT JJ , JJ NN .",JJJ
3,128,She heard the birds chirping and she was surrounded by wildflowers and birches as white as snow.,PRP VBD DT NNS VBG CC PRP VBD VBN IN NNS CC NNS RB JJ IN NN .,0
3,129,A little squirrel hid some food in the ground and scurried off into the underbrush.,DT JJ NN VBD DT NN IN DT NN CC VBD RP IN DT NN .,0
3,130,"The girl was curious, so she dug some squirrel food up to see what it was, but then she forgot to put it back.","DT NN VBD JJ , IN PRP VBD DT NN RP TO VB WP PRP VBD , CC RB PRP VBD TO VB PRP RB .",0
3,131,"The squirrel came back and looked in its hiding place, but the food was nowhere to be found.","DT NN VBD RB CC VBD IN PRP$ VBG NN , CC DT NN VBD RB TO VB VBN .",0
3,132,"Then the match went out, and it wasn't the forest that remained before her eyes.","RB DT NN VBD RB , CC PRP VBD RB DT NN WDT VBD IN PRP$ NNS .",0
3,133,"It was only the thick, damp, cold wall.","PRP VBD RB DT JJ , JJ , JJ NN .",JJJ
3,134,"The girl looked despondently into the sky that was now fully darkened and suddenly she saw a star fall, leaving behind it a bright streak of fire.","DT NN VBD RB IN DT NN WDT VBD RB VBN CC RB PRP VBD DT NN , VBG IN PRP DT JJ NN IN NN .",0
3,135,"'Someone is dying,' thought the little girl.","'' NN VBZ VBG , '' VBD DT JJ NN .",0
3,136,"It was her old grandmother, the one who had loved her the most, and the one who the girl used to visit every Sunday, who had told her that when a star falls, a soul leaves this earth.","PRP VBD PRP$ JJ NN , DT NN WP VBD VBN PRP DT JJS , CC DT NN WP DT NN VBD TO VB DT NNP , WP VBD VBN PRP IN WRB DT NN VBZ , DT NN VBZ DT NN .",0
3,137,It was her last match that the little girl now rubbed on the wall and the light again shone round her.,PRP VBD PRP$ JJ NN IN DT JJ NN RB VBD IN DT NN CC DT NN RB VBD IN PRP .,0
3,138,"Her old grandmother in the brightness stood, loving in her appearance.","PRP$ JJ NN IN DT NN VBD , VBG IN PRP$ NN .",0
3,139,"The girl understood her grandmother would soon disappear, but she tried to play for time.","DT NN VBD PRP$ NN MD RB VB , CC PRP VBD TO VB IN NN .",0
3,140,"'Grandmother,' cried the little one, 'O take me with you!","'' NN , '' VBD DT JJ NN , '' UH VB PRP IN PRP .",0
3,141,I know you will go away when the match burns out!',PRP VBP PRP MD VB RB WRB DT NN VBZ RP . '',0
3,142,"The girl decided to light the whole bundle of matches, in order to keep her grandmother there.","DT NN VBD TO VB DT JJ NN IN NNS , IN NN TO VB PRP$ NN RB .",0
3,143,"The girl saw the matches glowed with a light that was brighter than the day, and her grandmother had never appeared so large or so beautiful as she did in the light of the little matches.","DT NN VBD DT NNS VBD IN DT NN WDT VBD JJR IN DT NN , CC PRP$ NN VBD RB VBN RB JJ CC RB JJ IN PRP VBD IN DT NN IN DT JJ NNS .",0
3,144,"The grandmother then took the little girl in her arms, and they both flew upwards in brightness and joy far above the earth, where there was neither cold nor hunger, and the little girl felt safe and peaceful.","DT NN RB VBD DT JJ NN IN PRP$ NNS , CC PRP DT VBD RB IN NN CC NN RB IN DT NN , WRB EX VBD DT NN CC NN , CC DT JJ NN VBD JJ CC JJ .",0
