Text_ID,Sent_ID,Word_Number,Word,POS_Tag
1,16,3,went,VBD
1,16,4,to,TO
1,16,5,the,DT
1,16,6,wood,NN
1,16,7,by,IN
1,16,8,the,DT
1,16,9,well,NN
1,16,10,with,IN
1,16,11,his,PRP$
1,16,12,good,JJ
1,16,13,bow,NN
1,16,14,",",","
1,16,15,to,TO
1,16,16,bide,VB
1,16,17,his,PRP$
1,16,18,time,NN
1,16,19,.,.
1,17,1,Around,IN
1,17,2,noontime,NN
1,17,3,",",","
1,17,4,the,DT
1,17,5,boar,NN
1,17,6,",",","
1,17,7,feared,VBN
1,17,8,by,IN
1,17,9,the,DT
1,17,10,locals,NNS
1,17,11,",",","
1,17,12,came,VBD
1,17,13,out,RB
1,17,14,",",","
1,17,15,as,RB
1,17,16,slow,JJ
1,17,17,as,IN
1,17,18,a,DT
1,17,19,snail,NN
1,17,20,",",","
1,17,21,from among,IN
1,17,22,the,DT
1,17,23,trees,NNS
1,17,24,",",","
1,17,25,just,RB
1,17,26,as,IN
1,17,27,the,DT
1,17,28,huntsman,NN
1,17,29,had,VBD
1,17,30,predicted,VBN
1,17,31,.,.
1,18,1,The,DT
1,18,2,huntsman,NN
1,18,3,leaped,VBD
1,18,4,from,IN
1,18,5,his,PRP$
1,18,6,hiding,VBG
1,18,7,place,NN
1,18,8,and,CC
1,18,9,through,IN
1,18,10,the,DT
1,18,11,heart,NN
1,18,12,with,IN
1,18,13,his,PRP$
1,18,14,fine,JJ
1,18,15,arrows,NNS
1,18,16,shot,VBD
1,18,17,the,DT
1,18,18,boar,NN
1,18,19,.,.
1,19,1,Now,RB
1,19,2,the,DT
1,19,3,problem,NN
1,19,4,was,VBD
1,19,5,no,RB
1,19,6,longer,JJR
1,19,7,to,TO
1,19,8,kill,VB
1,19,9,the,DT
1,19,10,boar,NN
1,19,11,.,.
1,20,1,It,PRP
1,20,2,was,VBD
1,20,3,to,TO
1,20,4,find,VB
1,20,5,a,DT
1,20,6,way,NN
1,20,7,to,TO
1,20,8,carry,VB
1,20,9,the,DT
1,20,10,boar,NN
1,20,11,back,RB
1,20,12,.,.
1,21,1,The,DT
1,21,2,head,NN
1,21,3,was,VBD
1,21,4,too,RB
1,21,5,heavy,JJ
1,21,6,for,IN
1,21,7,the,DT
1,21,8,little,JJ
1,21,9,huntsman,NN
1,21,10,to,TO
1,21,11,carry,VB
1,21,12,back,RB
1,21,13,to,TO
1,21,14,the,DT
1,21,15,Manor House,NNP
1,21,16,",",","
1,21,17,but,CC
1,21,18,the,DT
1,21,19,huntsman,NN
1,21,20,",",","
1,21,21,who,WP
1,21,22,was,VBD
1,21,23,as,RB
1,21,24,quick,JJ
1,21,25,-,:
1,21,26,witted,JJ
1,21,27,and,CC
1,21,28,cunning,JJ
1,21,29,as,IN
1,21,30,ever,RB
1,21,31,",",","
1,21,32,asked,VBD
1,21,33,himself,PRP
1,21,34,",",","
1,21,35,',''
1,21,36,What,WP
1,21,37,else,RB
1,21,38,can,MD
1,21,39,I,PRP
1,21,40,do,VB
1,21,41,to,TO
1,21,42,prove,VB
1,21,43,I,PRP
1,21,44,killed,VBD
1,21,45,the,DT
1,21,46,boar,NN
1,21,47,?,.
1,21,48,',''
1,22,1,The,DT
1,22,2,next,JJ
1,22,3,instance,NN
1,22,4,he,PRP
1,22,5,opened,VBD
1,22,6,the,DT
1,22,7,boar,NN
1,22,8,',POS
1,22,9,s,PRP$
1,22,10,mouth,NN
1,22,11,and,CC
1,22,12,cut,VBD
1,22,13,out,RP
1,22,14,its,PRP$
1,22,15,tongue,NN
1,22,16,",",","
1,22,17,taking,VBG
1,22,18,that,DT
1,22,19,as,IN
1,22,20,proof,NN
1,22,21,for,IN
1,22,22,the,DT
1,22,23,Lord,NNP
1,22,24,.,.
1,23,1,He,PRP
1,23,2,set,VBD
1,23,3,out,RP
1,23,4,for,IN
1,23,5,the,DT
1,23,6,Manor House,NNP
1,23,7,as quickly,RB
1,23,8,as,IN
1,23,9,he,PRP
1,23,10,could,MD
1,23,11,and,CC
1,23,12,he,PRP
1,23,13,had,VBD
1,23,14,only,RB
1,23,15,been gone,VBN
1,23,16,a,DT
1,23,17,few,JJ
1,23,18,minutes,NNS
1,23,19,when,WRB
1,23,20,a,DT
1,23,21,second,JJ
1,23,22,huntsman,NN
1,23,23,",",","
1,23,24,not so,RB
1,23,25,bold,JJ
1,23,26,as,IN
1,23,27,the,DT
1,23,28,first,JJ
1,23,29,but,CC
1,23,30,a,DT
1,23,31,little,JJ
1,23,32,more,JJR
1,23,33,cunning,JJ
1,23,34,",",","
1,23,35,came,VBD
1,23,36,on,IN
1,23,37,the,DT
1,23,38,scene,NN
1,23,39,.,.
1,24,1,Seeing,VBG
1,24,2,the,DT
1,24,3,slain,JJ
1,24,4,carcass,NN
1,24,5,of,IN
1,24,6,the,DT
1,24,7,boar,NN
1,24,8,",",","
1,24,9,the,DT
1,24,10,huntsman,NN
1,24,11,rejoiced,VBD
1,24,12,in,IN
1,24,13,his,PRP$
1,24,14,good,JJ
1,24,15,fortune,NN
1,24,16,.,.
1,25,1,The,DT
1,25,2,second,JJ
1,25,3,huntsman,NN
1,25,4,knew,VBD
1,25,5,a,DT
1,25,6,shortcut,NN
1,25,7,to,TO
1,25,8,the,DT
1,25,9,Manor House,NNP
1,25,10,was,VBD
1,25,11,just,RB
1,25,12,around,IN
1,25,13,the,DT
1,25,14,nearby,JJ
1,25,15,pond,NN
1,25,16,",",","
1,25,17,and,CC
1,25,18,",",","
1,25,19,being,VBG
1,25,20,a,DT
1,25,21,bigger,JJR
1,25,22,man,NN
1,25,23,than,IN
1,25,24,the,DT
1,25,25,first,JJ
1,25,26,",",","
1,25,27,was,VBD
1,25,28,able,JJ
1,25,29,to,TO
1,25,30,pick,VB
1,25,31,up,RP
1,25,32,the,DT
1,25,33,boar,NN
1,25,34,',POS
1,25,35,s,PRP$
1,25,36,head,NN
1,25,37,and,CC
1,25,38,carry,VB
1,25,39,it,PRP
1,25,40,through,IN
1,25,41,the,DT
1,25,42,wood,NN
1,25,43,towards,IN
1,25,44,the,DT
1,25,45,prize,NN
1,25,46,that,WDT
1,25,47,awaited,VBD
1,25,48,him,PRP
1,25,49,.,.
1,26,1,The,DT
1,26,2,Lord,NNP
1,26,3,of,IN
1,26,4,the,DT
1,26,5,Manor,NNP
1,26,6,was,VBD
1,26,7,seated,VBN
1,26,8,in,IN
1,26,9,his,PRP$
1,26,10,hall,NN
1,26,11,when,WRB
1,26,12,the,DT
1,26,13,second,JJ
1,26,14,huntsman burst,NN
1,26,15,through,IN
1,26,16,the,DT
1,26,17,door,NN
1,26,18,and,CC
1,26,19,began,VBD
1,26,20,to,TO
1,26,21,spin,VB
1,26,22,a,DT
1,26,23,line,NN
1,26,24,.,.
1,27,1,',''
1,27,2,The,DT
1,27,3,woes,NNS
1,27,4,of,IN
1,27,5,Bradford,NNP
1,27,6,are,VBP
1,27,7,ended,VBN
1,27,8,!,.
1,27,9,',''
1,28,1,he,PRP
1,28,2,announced,VBD
1,28,3,.,.
1,29,1,',''
1,29,2,With,IN
1,29,3,my,PRP$
1,29,4,own,JJ
1,29,5,hand,NN
1,29,6,I,PRP
1,29,7,have,VBP
1,29,8,slain,VBN
1,29,9,the,DT
1,29,10,boar,NN
1,29,11,!,.
1,29,12,',''
1,30,1,And,CC
1,30,2,",",","
1,30,3,with,IN
1,30,4,that,DT
1,30,5,",",","
1,30,6,at,IN
1,30,7,the,DT
1,30,8,feet,NNS
1,30,9,of,IN
1,30,10,his,PRP$
1,30,11,lord,NN
1,30,12,he,PRP
1,30,13,dropped,VBD
1,30,14,the,DT
1,30,15,boar,NN
1,30,16,' s,POS
1,30,17,enormous,JJ
1,30,18,head,NN
1,30,19,.,.
1,31,1,',''
1,31,2,Then,RB
1,31,3,you,PRP
1,31,4,will,MD
1,31,5,be,VB
1,31,6,rewarded,VBN
1,31,7,",",","
1,31,8,as,IN
1,31,9,I,PRP
1,31,10,promised,VBD
1,31,11,.,.
1,31,12,',''
1,32,1,',''
1,32,2,But,CC
1,32,3,first,RB
1,32,4,",",","
1,32,5,let,VB
1,32,6,me,PRP
1,32,7,examine,VB
1,32,8,the,DT
1,32,9,head,NN
1,32,10,of,IN
1,32,11,this,DT
1,32,12,monster,NN
1,32,13,",",","
1,32,14,',''
1,32,15,said,VBD
1,32,16,the,DT
1,32,17,Lord,NNP
1,32,18,of,IN
1,32,19,the,DT
1,32,20,Manor,NNP
1,32,21,.,.
1,33,1,To,TO
1,33,2,not,RB
1,33,3,examine,VB
1,33,4,the,DT
1,33,5,head,NN
1,33,6,in,IN
1,33,7,advance,NN
1,33,8,had,VBD
1,33,9,not,RB
1,33,10,been,VBN
1,33,11,very,RB
1,33,12,clever,JJ
1,33,13,on,IN
1,33,14,the,DT
1,33,15,part,NN
1,33,16,of,IN
1,33,17,the,DT
1,33,18,huntsman,NN
1,33,19,.,.
1,34,1,Right away,RB
1,34,2,",",","
1,34,3,the,DT
1,34,4,Lord,NNP
1,34,5,noticed,VBD
1,34,6,the,DT
1,34,7,tongue,NN
1,34,8,of,IN
1,34,9,the,DT
1,34,10,boar,NN
1,34,11,was,VBD
1,34,12,missing,VBG
1,34,13,and,CC
1,34,14,exclaimed,VBD
1,34,15,",",","
1,34,16,',''
1,34,17,What,WP
1,34,18,is,VBZ
1,34,19,this,DT
1,34,20,?,.
1,35,1,A,DT
1,35,2,boar,NN
1,35,3,with,IN
1,35,4,no,DT
1,35,5,tongue,NN
1,35,6,?,.
1,35,7,',''
1,36,1,He,PRP
1,36,2,looked,VBD
1,36,3,at,IN
1,36,4,the,DT
1,36,5,huntsman,NN
1,36,6,",",","
1,36,7,dubiously,RB
1,36,8,.,.
1,37,1,',''
1,37,2,How,WRB
1,37,3,come,VBN
1,37,4,this,DT
1,37,5,creature,NN
1,37,6,has,VBZ
1,37,7,no,DT
1,37,8,tongue,NN
1,37,9,?,.
1,37,10,',''
1,38,1,he,PRP
1,38,2,demanded,VBD
1,38,3,.,.
1,39,1,All,DT
1,39,2,eyes,NNS
1,39,3,were,VBD
1,39,4,on,IN
1,39,5,the,DT
1,39,6,huntsman,NN
1,39,7,.,.
1,40,1,The,DT
1,40,2,huntsman,NN
1,40,3,questioned,VBN
1,40,4,by,IN
1,40,5,the,DT
1,40,6,Lord,NNP
1,40,7,replied,VBD
1,40,8,",",","
1,40,9,',''
1,40,10,I,PRP
1,40,11,cannot,MD
1,40,12,say,VB
1,40,13,",",","
1,40,14,my,PRP$
1,40,15,Lord,NNP
1,40,16,.,.
1,40,17,',''
1,41,1,He,PRP
1,41,2,was,VBD
1,41,3,suddenly,RB
1,41,4,realizing,VBG
1,41,5,his,PRP$
1,41,6,tricky,JJ
1,41,7,situation,NN
1,41,8,could,MD
1,41,9,end,VB
1,41,10,badly,RB
1,41,11,for,IN
1,41,12,him,PRP
1,41,13,.,.
1,42,1,Through,IN
1,42,2,the,DT
1,42,3,door,NN
1,42,4,at,IN
1,42,5,this,DT
1,42,6,moment,NN
1,42,7,",",","
1,42,8,the,DT
1,42,9,first,JJ
1,42,10,huntsman burst,NN
1,42,11,.,.
1,43,1,',''
1,43,2,The,DT
1,43,3,woes,NNS
1,43,4,of,IN
1,43,5,Bradford,NNP
1,43,6,are,VBP
1,43,7,ended,VBN
1,43,8,!,.
1,43,9,',''
1,44,1,he,PRP
1,44,2,cried,VBD
1,44,3,.,.
1,45,1,',''
1,45,2,I,PRP
1,45,3,have,VBP
1,45,4,slain,VBN
1,45,5,the,DT
1,45,6,boar,NN
1,45,7,the,DT
1,45,8,people,NNS
1,45,9,of,IN
1,45,10,Bradford,NNP
1,45,11,dreaded,VBD
1,45,12,!,.
1,45,13,',''
1,46,1,All,DT
1,46,2,eyes,NNS
1,46,3,turned,VBD
1,46,4,to,TO
1,46,5,the,DT
1,46,6,man,NN
1,46,7,who,WP
1,46,8,now,RB
1,46,9,stood,VBD
1,46,10,in,IN
1,46,11,the,DT
1,46,12,doorway,NN
1,46,13,.,.
1,47,1,',''
1,47,2,The,DT
1,47,3,reward,NN
1,47,4,is,VBZ
1,47,5,already,RB
1,47,6,given,VBN
1,47,7,",",","
1,47,8,',''
1,47,9,said,VBD
1,47,10,the,DT
1,47,11,Lord,NNP
1,47,12,of,IN
1,47,13,the,DT
1,47,14,Manor,NNP
1,47,15,.,.
1,48,1,',''
1,48,2,The,DT
1,48,3,man,NN
1,48,4,here,RB
1,48,5,has,VBZ
1,48,6,brought,VBN
1,48,7,to,TO
1,48,8,me,PRP
1,48,9,the,DT
1,48,10,boar,NN
1,48,11,',POS
1,48,12,s,PRP$
1,48,13,head,NN
1,48,14,.,.
1,48,15,',''
1,49,1,',''
1,49,2,Then,RB
1,49,3,where,WRB
1,49,4,is,VBZ
1,49,5,its,PRP$
1,49,6,tongue,NN
1,49,7,?,.
1,49,8,',''
1,50,1,the,DT
1,50,2,first,JJ
1,50,3,huntsman,NN
1,50,4,replied,VBD
1,50,5,.,.
1,51,1,And,CC
1,51,2,",",","
1,51,3,so,RB
1,51,4,saying,VBG
1,51,5,",",","
1,51,6,he,PRP
1,51,7,drew,VBD
1,51,8,out,RP
1,51,9,the,DT
1,51,10,boar,NN
1,51,11,',POS
1,51,12,s,PRP$
1,51,13,tongue,NN
1,51,14,he,PRP
1,51,15,had,VBD
1,51,16,put,VBN
1,51,17,in,IN
1,51,18,his,PRP$
1,51,19,hunting pouch,NN
1,51,20,and,CC
1,51,21,related,VBN
1,51,22,how,WRB
1,51,23,he,PRP
1,51,24,had,VBD
1,51,25,ambushed,VBN
1,51,26,the,DT
1,51,27,creature,NN
1,51,28,in,IN
1,51,29,the,DT
1,51,30,wood,NN
1,51,31,and,CC
1,51,32,cut,VBN
1,51,33,out,RP
1,51,34,its,PRP$
1,51,35,tongue,NN
1,51,36,as,IN
1,51,37,proof,NN
1,51,38,of,IN
1,51,39,his,PRP$
1,51,40,victory,NN
1,51,41,.,.
1,52,1,Listening,VBG
1,52,2,to,TO
1,52,3,the,DT
1,52,4,tale,NN
1,52,5,",",","
1,52,6,the,DT
1,52,7,Lord,NNP
1,52,8,of,IN
1,52,9,the,DT
1,52,10,Manor,NNP
1,52,11,tried,VBD
1,52,12,to,TO
1,52,13,discern,VB
1,52,14,which,WDT
1,52,15,huntsman,NN
1,52,16,was,VBD
1,52,17,telling,VBG
1,52,18,him,PRP
1,52,19,the,DT
1,52,20,truth,NN
1,52,21,and,CC
1,52,22,what,WP
1,52,23,the,DT
1,52,24,two,CD
1,52,25,huntsmen,NNS
1,52,26,were,VBD
1,52,27,thinking,VBG
1,52,28,as,IN
1,52,29,they,PRP
1,52,30,waited,VBD
1,52,31,for,IN
1,52,32,him,PRP
1,52,33,to,TO
1,52,34,make,VB
1,52,35,a,DT
1,52,36,decision,NN
1,52,37,.,.
1,53,1,Almost instantly,RB
1,53,2,",",","
1,53,3,the,DT
1,53,4,Lord,NNP
1,53,5,saw,VBD
1,53,6,that,IN
1,53,7,the,DT
1,53,8,second,JJ
1,53,9,huntsman,NN
1,53,10,had,VBD
1,53,11,fed,VBN
1,53,12,him,PRP
1,53,13,a,DT
1,53,14,pack,NN
1,53,15,of,IN
1,53,16,lies,NNS
1,53,17,and,CC
1,53,18,it,PRP
1,53,19,was,VBD
1,53,20,the,DT
1,53,21,first,JJ
1,53,22,huntsman,NN
1,53,23,who,WP
1,53,24,was,VBD
1,53,25,the,DT
1,53,26,true,JJ
1,53,27,savior,NN
1,53,28,of,IN
1,53,29,Bradford,NNP
1,53,30,.,.
1,54,1,The,DT
1,54,2,Lord,NNP
1,54,3,believed,VBD
1,54,4,the,DT
1,54,5,second,JJ
1,54,6,huntsman,NN
1,54,7,had,VBD
1,54,8,tried,VBN
1,54,9,to,TO
1,54,10,steal,VB
1,54,11,the,DT
1,54,12,first,JJ
1,54,13,huntsman,NN
1,54,14,',POS
1,54,15,s,PRP$
1,54,16,prize,NN
1,54,17,and,CC
1,54,18,so,RB
1,54,19,proclaimed,VBD
1,54,20,the,DT
1,54,21,first,JJ
1,54,22,huntsman,NN
1,54,23,the,DT
1,54,24,true,JJ
1,54,25,victor,NN
1,54,26,.,.
1,55,1,The,DT
1,55,2,Lord,NNP
1,55,3,wondered,VBD
1,55,4,for,IN
1,55,5,a,DT
1,55,6,moment,NN
1,55,7,why,WRB
1,55,8,he,PRP
1,55,9,always,RB
1,55,10,encountered,VBD
1,55,11,so,RB
1,55,12,much,JJ
1,55,13,chicanery,NN
1,55,14,in,IN
1,55,15,his,PRP$
1,55,16,everyday,JJ
1,55,17,interactions,NNS
1,55,18,.,.
1,56,1,The,DT
1,56,2,huntsman,NN
1,56,3,who,WP
1,56,4,had,VBD
1,56,5,earned,VBN
1,56,6,his,PRP$
1,56,7,prize fair,NN
1,56,8,and,CC
1,56,9,square,NN
1,56,10,received,VBD
1,56,11,as,IN
1,56,12,his,PRP$
1,56,13,reward,NN
1,56,14,a,DT
1,56,15,piece,NN
1,56,16,of,IN
1,56,17,land,NN
1,56,18,just,RB
1,56,19,outside,IN
1,56,20,the,DT
1,56,21,town,NN
1,56,22,",",","
1,56,23,known,VBN
1,56,24,thereafter,RB
1,56,25,as,IN
